PROCID,MTYPE,LastEndDate,FirstStartDate,NumComp,TestTime_Mean,TestTime_Min,TestTime_Max,TestTime_SDev,PFSTATUS,PFCount,%PF
6600,AR6E,2015-10-27 10:01:54,2015-10-13 16:11:03,197,198.638,129.065,305.418,63.615,Fail,197,100.000
